"id","user","arz","size","size2","atleast","price","status","created_at","updated_at"
"32657","2370","2","0.73","0.000000000000010019762797242","0.24333333333333","19000","1","2022-01-25 09:01:45","2022-01-25 09:01:45"
"32658","2537","1","0.45","0","0.1125","5250000","1","2021-08-31 09:08:45","2021-08-31 09:08:45"
"32659","2145","5","91","16.8","18.2","1050","1","2021-11-15 09:11:45","2021-11-15 09:11:45"
"32660","2711","3","87","18","29","380000","1","2021-10-16 09:10:45","2021-10-16 09:10:45"
"32661","2470","1","0.91","0.0000000000000099920072216264","0.30333333333333","4750000","1","2021-08-27 09:08:45","2021-08-27 09:08:45"
"32662","2155","5","533","49.5","133.25","1050","1","2022-02-26 09:02:45","2022-02-26 09:02:45"
"32663","2562","5","310","94","155","1050","1","2022-01-31 09:01:45","2022-01-31 09:01:45"
"32664","2923","4","401","116.5","200.5","126000","1","2021-10-03 09:10:45","2021-10-03 09:10:45"
"32665","2437","6","439","18.33333333334","146.33333333333","105","1","2022-01-05 09:01:45","2022-01-05 09:01:45"
"32666","2218","3","521","6.66666666666","173.66666666667","420000","1","2021-11-02 09:11:45","2021-11-02 09:11:45"
"32667","2786","4","89","3.2","17.8","114000","1","2022-01-19 09:01:45","2022-01-19 09:01:45"
"32668","2428","9","467","67.8","93.4","19000","1","2021-10-20 09:10:45","2021-10-20 09:10:45"
"32669","2519","5","224","8.4","44.8","1050","1","2022-02-07 09:02:45","2022-02-07 09:02:45"
"32670","2411","9","129","1.25","32.25","21000","1","2021-08-27 09:08:45","2021-08-27 09:08:45"
"32671","2403","6","611","89.6","122.2","105","1","2021-10-16 09:10:45","2021-10-16 09:10:45"
"32672","2845","2","0.65","0.21666666666666","0.21666666666667","21000","1","2022-01-02 09:01:45","2022-01-02 09:01:45"
"32673","2147","0","0.33","0.066","0.066","10500000","1","2021-11-19 09:11:45","2021-11-19 09:11:45"
"32674","2408","4","520","43","130","126000","1","2021-09-01 09:09:45","2021-09-01 09:09:45"
"32675","2436","4","741","91.75","185.25","126000","1","2022-02-25 09:02:45","2022-02-25 09:02:45"
"32676","2415","6","269","18.4","53.8","95","1","2021-11-03 09:11:45","2021-11-03 09:11:45"
"32677","2610","8","853","9.75","213.25","7350","1","2022-01-05 09:01:45","2022-01-05 09:01:45"
"32678","2204","9","763","119.4","152.6","19000","1","2021-11-02 09:11:45","2021-11-02 09:11:45"
"32679","2904","8","607","279.5","303.5","6650","1","2021-10-09 09:10:45","2021-10-09 09:10:45"
"32680","2179","9","578","28","289","21000","1","2021-09-29 09:09:45","2021-09-29 09:09:45"
"32681","2070","3","589","53.75","147.25","420000","1","2021-10-12 09:10:45","2021-10-12 09:10:45"
"32682","2409","1","0.27","0","0.135","4750000","1","2021-12-25 09:12:45","2021-12-25 09:12:45"
"32683","2749","7","676","72.33333333334","225.33333333333","475","1","2021-09-23 09:09:45","2021-09-23 09:09:45"
"32684","2209","0","0.97","0","0.2425","10500000","1","2021-12-22 09:12:45","2021-12-22 09:12:45"
"32685","2148","2","0.83","0.415","0.2075","21000","1","2021-12-02 09:12:45","2021-12-02 09:12:45"
"32686","2445","6","134","134","44.666666666667","95","1","2021-10-28 09:10:45","2021-10-28 09:10:45"
"32687","2254","4","117","25.5","58.5","114000","1","2021-12-02 09:12:45","2021-12-02 09:12:45"
"32688","3013","6","306","64","153","105","1","2021-12-01 09:12:45","2021-12-01 09:12:45"
"32689","2473","0","0.37","0.074","0.074","10500000","1","2021-10-21 09:10:45","2021-10-21 09:10:45"
"32690","2952","5","270","6","54","1050","1","2021-11-22 09:11:45","2021-11-22 09:11:45"
"32691","2681","2","0.7","0.0000000000000099920072216264","0.23333333333333","19000","1","2021-10-16 09:10:45","2021-10-16 09:10:45"
"32692","2946","9","930","269","465","21000","1","2021-10-30 09:10:45","2021-10-30 09:10:45"
"32693","2792","6","321","9.5","80.25","105","1","2021-10-25 09:10:45","2021-10-25 09:10:45"
"32694","2107","3","926","117.5","231.5","420000","1","2021-12-30 09:12:45","2021-12-30 09:12:45"
"32695","2380","9","178","45","89","21000","1","2022-03-09 09:03:45","2022-03-09 09:03:45"
"32696","2550","8","623","113.5","155.75","7350","1","2021-11-07 09:11:45","2021-11-07 09:11:45"
"32697","2875","7","772","385","386","475","1","2021-12-25 09:12:45","2021-12-25 09:12:45"
"32698","2825","8","466","86.6","93.2","7350","1","2022-03-09 09:03:45","2022-03-09 09:03:45"
"32699","2403","4","950","318","237.5","126000","1","2021-11-22 09:11:45","2021-11-22 09:11:45"
"32700","2096","8","571","101.66666666667","190.33333333333","7350","1","2022-02-25 09:02:45","2022-02-25 09:02:45"
"32701","2525","8","232","21","58","7350","1","2021-12-11 09:12:45","2021-12-11 09:12:45"
"32702","2967","5","356","89.33333333333","118.66666666667","950","1","2022-01-28 09:01:45","2022-01-28 09:01:45"
"32703","2758","0","0.65","0","0.325","9500000","1","2022-02-22 09:02:45","2022-02-22 09:02:45"
"32704","2796","6","538","126.33333333334","179.33333333333","105","1","2021-10-17 09:10:45","2021-10-17 09:10:45"
"32705","2601","1","0.21","0","0.105","5250000","1","2021-12-11 09:12:45","2021-12-11 09:12:45"
"32706","2148","5","54","1","13.5","1050","1","2021-11-27 09:11:45","2021-11-27 09:11:45"
"32707","2769","3","932","31","466","420000","1","2022-01-21 09:01:45","2022-01-21 09:01:45"
"32708","2847","1","0.83","0","0.2075","4750000","1","2021-11-22 09:11:45","2021-11-22 09:11:45"
"32709","3042","9","276","104","138","21000","1","2022-03-09 09:03:45","2022-03-09 09:03:45"
"32710","2678","6","576","72","288","95","1","2021-12-01 09:12:45","2021-12-01 09:12:45"
"32711","2935","6","586","78.6","117.2","105","1","2021-08-28 09:08:45","2021-08-28 09:08:45"
"32712","2541","2","0.38","0.12666666666666","0.12666666666667","21000","1","2021-09-23 09:09:45","2021-09-23 09:09:45"
"32713","2448","3","799","64.25","199.75","420000","1","2021-10-02 09:10:45","2021-10-02 09:10:45"
"32714","2723","3","627","98.5","313.5","420000","1","2022-01-27 09:01:45","2022-01-27 09:01:45"
"32715","2997","8","83","8.5","41.5","7350","1","2021-09-27 09:09:45","2021-09-27 09:09:45"
"32716","2524","4","265","28.75","66.25","126000","1","2021-11-02 09:11:45","2021-11-02 09:11:45"
"32717","2698","0","0.52","0.0000000000000099920072216264","0.17333333333333","9500000","1","2022-01-20 09:01:45","2022-01-20 09:01:45"
"32718","2933","2","0.67","0.268","0.134","21000","1","2021-09-17 09:09:45","2021-09-17 09:09:45"
"32719","2658","0","0.35","0.2625","0.0875","10500000","1","2021-08-26 09:08:45","2021-08-26 09:08:45"
"32720","2676","0","0.85","0","0.425","10500000","1","2022-01-16 09:01:45","2022-01-16 09:01:45"
"32721","2101","4","211","6.6","42.2","126000","1","2022-03-09 09:03:45","2022-03-09 09:03:45"
"32722","2757","0","0.74","0.24666666666666","0.24666666666667","10500000","1","2022-01-20 09:01:45","2022-01-20 09:01:45"
"32723","2582","4","770","141.66666666666","256.66666666667","114000","1","2022-03-08 09:03:45","2022-03-08 09:03:45"
"32724","2884","4","82","10","41","126000","1","2021-12-19 09:12:45","2021-12-19 09:12:45"
"32725","2292","7","916","1.33333333334","305.33333333333","475","1","2021-10-01 09:10:45","2021-10-01 09:10:45"
"32726","2173","0","0.47","0.15666666666666","0.15666666666667","9500000","1","2021-09-15 09:09:45","2021-09-15 09:09:45"
"32727","2335","0","1.09","0","0.2725","9500000","1","2021-12-23 09:12:45","2021-12-23 09:12:45"
"32728","2899","6","267","168.25","66.75","105","1","2021-10-26 09:10:45","2021-10-26 09:10:45"
"32729","2333","2","0.14","0","0.035","19000","1","2021-11-12 09:11:45","2021-11-12 09:11:45"
"32730","2300","5","607","175.5","303.5","1050","1","2022-02-22 09:02:45","2022-02-22 09:02:45"
"32731","2410","1","0.39","0","0.13","5250000","1","2021-08-28 09:08:45","2021-08-28 09:08:45"
"32732","2485","4","989","31.66666666666","329.66666666667","126000","1","2022-02-05 09:02:45","2022-02-05 09:02:45"
"32733","2305","6","758","94.8","151.6","95","1","2021-09-14 09:09:45","2021-09-14 09:09:45"
"32734","2610","8","300","36","100","6650","1","2021-11-28 09:11:45","2021-11-28 09:11:45"
"32735","2362","9","149","62.5","74.5","21000","1","2021-08-27 09:08:45","2021-08-27 09:08:45"
"32736","2965","5","950","188","475","950","1","2022-02-11 09:02:45","2022-02-11 09:02:45"
"32737","2544","8","287","63.666666666663","95.666666666667","7350","1","2022-02-12 09:02:45","2022-02-12 09:02:45"
"32738","2746","6","271","92.5","135.5","95","1","2021-12-27 09:12:45","2021-12-27 09:12:45"
"32739","2263","8","914","10.66666666666","304.66666666667","7350","1","2022-02-06 09:02:45","2022-02-06 09:02:45"
"32740","2834","3","759","759","253","420000","1","2021-12-12 09:12:45","2021-12-12 09:12:45"
"32741","2502","9","552","41","138","21000","1","2021-10-26 09:10:45","2021-10-26 09:10:45"
"32742","2579","1","0.75","0","0.15","5250000","1","2021-12-29 09:12:45","2021-12-29 09:12:45"
"32743","2513","2","0.12","0.06","0.03","21000","1","2021-12-18 09:12:45","2021-12-18 09:12:45"
"32744","2596","8","496","71.33333333334","165.33333333333","7350","1","2022-02-18 09:02:45","2022-02-18 09:02:45"
"32745","2689","4","907","245.5","453.5","126000","1","2021-10-21 09:10:45","2021-10-21 09:10:45"
"32746","2617","1","0.58","0.232","0.116","5250000","1","2021-09-08 09:09:45","2021-09-08 09:09:45"
"32747","2086","4","133","25.666666666667","44.333333333333","126000","1","2021-09-02 09:09:45","2021-09-02 09:09:45"
"32748","2942","3","508","55.33333333334","169.33333333333","420000","1","2021-12-06 09:12:45","2021-12-06 09:12:45"
"32749","2915","6","351","8","117","105","1","2021-09-09 09:09:45","2021-09-09 09:09:45"
"32750","2737","7","795","164.25","198.75","475","1","2021-12-01 09:12:45","2021-12-01 09:12:45"
"32751","2847","9","389","57.5","97.25","19000","1","2021-08-24 09:08:45","2021-08-24 09:08:45"
"32752","2554","4","641","9.66666666666","213.66666666667","126000","1","2021-10-19 09:10:45","2021-10-19 09:10:45"
"32753","2348","5","41","2.25","10.25","950","1","2022-01-10 09:01:45","2022-01-10 09:01:45"
"32754","2931","1","0.78","0","0.39","5250000","1","2021-12-25 09:12:45","2021-12-25 09:12:45"
"32755","2678","0","0.27","0","0.0675","9500000","1","2021-11-20 09:11:45","2021-11-20 09:11:45"
"32756","2835","7","491","117.5","245.5","525","1","2021-09-23 09:09:45","2021-09-23 09:09:45"
"32757","2141","2","0.48","0","0.096","19000","1","2021-12-12 09:12:45","2021-12-12 09:12:45"
"32758","2143","8","911","37.33333333333","303.66666666667","7350","1","2022-03-02 09:03:45","2022-03-02 09:03:45"
"32759","2813","6","762","130.5","190.5","105","1","2022-03-04 09:03:45","2022-03-04 09:03:45"
"32760","2684","6","838","14.2","167.6","105","1","2022-01-12 09:01:45","2022-01-12 09:01:45"
"32761","2925","3","481","25.6","96.2","420000","1","2022-01-05 09:01:45","2022-01-05 09:01:45"
"32762","2761","1","0.6","0","0.12","5250000","1","2022-02-08 09:02:45","2022-02-08 09:02:45"
"32763","2455","6","99","22","33","105","1","2022-01-04 09:01:45","2022-01-04 09:01:45"
"32764","3002","2","0.14","0","0.028","19000","1","2022-01-15 09:01:45","2022-01-15 09:01:45"
"32765","2343","7","2","0","0.5","525","1","2022-01-23 09:01:45","2022-01-23 09:01:45"
"32766","2543","8","942","63.6","188.4","7350","1","2021-10-18 09:10:45","2021-10-18 09:10:45"
"32767","2463","4","837","139.5","418.5","126000","1","2021-12-16 09:12:45","2021-12-16 09:12:45"
"32768","2159","2","0.63","0.21","0.21","21000","1","2021-12-02 09:12:45","2021-12-02 09:12:45"
"32769","2687","3","830","243","415","380000","1","2022-02-24 09:02:45","2022-02-24 09:02:45"
"32770","2138","9","817","109.2","163.4","21000","1","2022-03-02 09:03:45","2022-03-02 09:03:45"
"32771","2722","3","389","188.5","194.5","420000","1","2021-12-27 09:12:45","2021-12-27 09:12:45"
"32772","2917","3","130","8","32.5","420000","1","2022-03-11 09:03:45","2022-03-11 09:03:45"
"32773","2540","7","10","1.3333333333334","3.3333333333333","475","1","2021-09-12 09:09:45","2021-09-12 09:09:45"
"32774","3007","5","345","55.5","172.5","950","1","2021-12-19 09:12:45","2021-12-19 09:12:45"
"32775","2888","9","314","23.33333333333","104.66666666667","21000","1","2021-11-10 09:11:45","2021-11-10 09:11:45"
"32776","2696","0","0.52","0","0.13","10500000","1","2022-02-20 09:02:45","2022-02-20 09:02:45"
"32777","2602","1","0.78","0.468","0.156","4750000","1","2021-08-28 09:08:45","2021-08-28 09:08:45"
"32778","2138","2","0.19","0.038","0.038","21000","1","2021-11-04 09:11:45","2021-11-04 09:11:45"
"32779","2638","8","148","4","37","7350","1","2021-09-23 09:09:45","2021-09-23 09:09:45"
"32780","2394","3","269","10.666666666663","89.666666666667","420000","1","2021-10-08 09:10:45","2021-10-08 09:10:45"
"32781","2398","1","1.02","0","0.34","5250000","1","2021-12-11 09:12:45","2021-12-11 09:12:45"
"32782","2449","2","0.9","0","0.18","21000","1","2021-11-14 09:11:45","2021-11-14 09:11:45"
"32783","2369","9","437","1.66666666666","145.66666666667","21000","1","2021-12-19 09:12:45","2021-12-19 09:12:45"
"32784","3059","2","0.45","0","0.09","21000","1","2021-11-06 09:11:45","2021-11-06 09:11:45"
"32785","2612","3","270","18.5","67.5","420000","1","2022-01-14 09:01:45","2022-01-14 09:01:45"
"32786","2517","3","798","65.8","159.6","420000","1","2022-01-27 09:01:45","2022-01-27 09:01:45"
"32787","2888","7","557","65.75","139.25","525","1","2021-10-07 09:10:45","2021-10-07 09:10:45"
"32788","2743","3","647","9.66666666666","215.66666666667","420000","1","2021-11-15 09:11:45","2021-11-15 09:11:45"
"32789","2565","3","967","100.5","483.5","380000","1","2021-10-07 09:10:45","2021-10-07 09:10:45"
"32790","2915","4","996","422","498","126000","1","2021-11-15 09:11:45","2021-11-15 09:11:45"
"32791","2451","6","709","2.5","177.25","105","1","2022-01-25 09:01:45","2022-01-25 09:01:45"
"32792","2774","7","743","158.5","371.5","525","1","2021-09-06 09:09:45","2021-09-06 09:09:45"
"32793","2969","3","468","56.4","93.6","380000","1","2022-03-01 09:03:45","2022-03-01 09:03:45"
"32794","2475","9","275","53.5","68.75","21000","1","2021-08-31 09:08:45","2021-08-31 09:08:45"
"32795","2290","5","576","48.6","115.2","1050","1","2022-02-18 09:02:45","2022-02-18 09:02:45"
"32796","2559","5","533","45.5","266.5","950","1","2021-12-14 09:12:45","2021-12-14 09:12:45"
"32797","2291","4","83","13.5","20.75","126000","1","2022-02-06 09:02:45","2022-02-06 09:02:45"
"32798","2590","8","537","31.5","134.25","7350","1","2021-11-18 09:11:45","2021-11-18 09:11:45"
"32799","2958","8","518","15","129.5","7350","1","2021-09-29 09:09:45","2021-09-29 09:09:45"
"32800","2520","1","0.79","0","0.395","5250000","1","2022-02-04 09:02:45","2022-02-04 09:02:45"
"32801","2824","4","286","14.333333333337","95.333333333333","126000","1","2021-11-10 09:11:45","2021-11-10 09:11:45"
"32802","2486","4","201","25.5","100.5","126000","1","2021-11-11 09:11:45","2021-11-11 09:11:45"
"32803","2346","7","607","3.2","121.4","525","1","2022-02-08 09:02:45","2022-02-08 09:02:45"
"32804","2894","0","1.05","0.525","0.2625","10500000","1","2021-09-01 09:09:45","2021-09-01 09:09:45"
"32805","2808","0","0.75","0","0.375","9500000","1","2021-09-13 09:09:45","2021-09-13 09:09:45"
"32806","2359","3","878","198","439","420000","1","2021-10-22 09:10:45","2021-10-22 09:10:45"
"32807","2768","2","0.83","0.27666666666666","0.27666666666667","21000","1","2021-09-19 09:09:45","2021-09-19 09:09:45"
"32808","2698","3","375","60.25","93.75","420000","1","2021-10-22 09:10:45","2021-10-22 09:10:45"
"32809","2813","8","366","20","122","6650","1","2022-02-19 09:02:45","2022-02-19 09:02:45"
"32810","2525","3","58","11.4","11.6","420000","1","2022-02-26 09:02:45","2022-02-26 09:02:45"
"32811","2602","9","967","15.5","483.5","19000","1","2021-09-18 09:09:45","2021-09-18 09:09:45"
"32812","2490","4","992","204","248","114000","1","2021-10-08 09:10:45","2021-10-08 09:10:45"
"32813","3013","9","781","82.33333333334","260.33333333333","21000","1","2021-12-16 09:12:45","2021-12-16 09:12:45"
"32814","3017","2","0.93","0","0.31","21000","1","2021-11-30 09:11:45","2021-11-30 09:11:45"
"32815","2142","5","599","124.6","119.8","1050","1","2021-08-29 09:08:45","2021-08-29 09:08:45"
"32816","2931","3","896","285.33333333333","298.66666666667","420000","1","2021-11-27 09:11:45","2021-11-27 09:11:45"
"32817","2945","7","807","159","269","475","1","2021-11-27 09:11:45","2021-11-27 09:11:45"
"32818","2507","9","296","13.333333333333","98.666666666667","21000","1","2021-10-10 09:10:45","2021-10-10 09:10:45"
"32819","2948","0","0.14","0","0.035","10500000","1","2021-08-28 09:08:45","2021-08-28 09:08:45"
"32820","2638","5","134","10","33.5","1050","1","2021-12-12 09:12:45","2021-12-12 09:12:45"
"32821","2499","6","877","72.2","175.4","105","1","2021-10-23 09:10:45","2021-10-23 09:10:45"
"32822","2541","6","850","204.66666666667","283.33333333333","95","1","2021-10-15 09:10:45","2021-10-15 09:10:45"
"32823","2442","4","684","42","228","126000","1","2022-03-08 09:03:45","2022-03-08 09:03:45"
"32824","2385","3","411","16","137","420000","1","2022-02-18 09:02:45","2022-02-18 09:02:45"
"32825","2572","8","123","4.5","30.75","7350","1","2022-01-22 09:01:45","2022-01-22 09:01:45"
"32826","2589","0","0.4","0.1","0.1","10500000","1","2022-02-06 09:02:45","2022-02-06 09:02:45"
"32827","2822","3","681","293.5","340.5","380000","1","2022-03-03 09:03:45","2022-03-03 09:03:45"
"32828","2606","5","547","5.5","136.75","1050","1","2021-10-31 09:10:45","2021-10-31 09:10:45"
"32829","2285","1","0.5","0","0.1","5250000","1","2021-12-11 09:12:45","2021-12-11 09:12:45"
"32830","2484","8","59","2.6","11.8","6650","1","2021-10-19 09:10:45","2021-10-19 09:10:45"
"32831","2410","6","468","107","156","95","1","2021-10-10 09:10:45","2021-10-10 09:10:45"
"32832","2177","1","0.19","0","0.038","5250000","1","2022-02-15 09:02:45","2022-02-15 09:02:45"
"32833","2325","4","24","7","12","114000","1","2022-02-24 09:02:45","2022-02-24 09:02:45"
"32834","2433","3","953","9.8","190.6","420000","1","2022-02-04 09:02:45","2022-02-04 09:02:45"
"32835","2612","3","335","23.5","167.5","420000","1","2022-03-01 09:03:45","2022-03-01 09:03:45"
"32836","2550","5","693","13.5","173.25","1050","1","2022-01-20 09:01:45","2022-01-20 09:01:45"
"32837","2508","7","338","73","84.5","475","1","2021-11-12 09:11:45","2021-11-12 09:11:45"
"32838","2209","9","956","14","478","21000","1","2021-11-09 09:11:45","2021-11-09 09:11:45"
"32839","2637","4","942","38","314","126000","1","2022-01-21 09:01:45","2022-01-21 09:01:45"
"32840","2492","7","477","6.8","95.4","475","1","2021-09-10 09:09:45","2021-09-10 09:09:45"
"32841","2920","1","1.08","0","0.36","5250000","1","2022-01-04 09:01:45","2022-01-04 09:01:45"
"32842","2981","6","989","7.25","247.25","95","1","2021-12-25 09:12:45","2021-12-25 09:12:45"
"32843","2714","0","1.08","0","0.36","10500000","1","2022-01-07 09:01:45","2022-01-07 09:01:45"
"32844","2840","6","456","46.8","91.2","105","1","2021-10-02 09:10:45","2021-10-02 09:10:45"
"32845","2182","4","257","23.75","64.25","126000","1","2021-12-16 09:12:45","2021-12-16 09:12:45"
"32846","2426","7","344","11.4","68.8","525","1","2021-10-29 09:10:45","2021-10-29 09:10:45"
"32847","2726","6","388","39","97","95","1","2022-01-06 09:01:45","2022-01-06 09:01:45"
"32848","2910","3","892","143.8","178.4","420000","1","2022-03-01 09:03:45","2022-03-01 09:03:45"
"32849","2907","3","729","47.5","364.5","380000","1","2022-02-21 09:02:45","2022-02-21 09:02:45"
"32850","2889","1","0.86","0.28666666666666","0.28666666666667","4750000","1","2021-12-17 09:12:45","2021-12-17 09:12:45"
"32851","2537","3","754","42.2","150.8","420000","1","2021-12-23 09:12:45","2021-12-23 09:12:45"
"32852","2819","2","0.54","0.18","0.18","21000","1","2021-09-27 09:09:45","2021-09-27 09:09:45"
"32853","2513","8","234","43","117","7350","1","2022-01-05 09:01:45","2022-01-05 09:01:45"
"32854","2710","8","290","2","58","7350","1","2021-11-16 09:11:45","2021-11-16 09:11:45"
"32855","2816","2","1.03","0.0000000000000099920072216264","0.34333333333333","21000","1","2022-02-15 09:02:45","2022-02-15 09:02:45"
"32856","2707","3","796","95","199","380000","1","2022-01-02 09:01:45","2022-01-02 09:01:45"
"32857","2588","4","730","44.5","182.5","114000","1","2022-03-11 09:03:45","2022-03-11 09:03:45"
"32858","2276","1","1.03","0","0.515","4750000","1","2021-11-25 09:11:45","2021-11-25 09:11:45"
"32859","2123","0","0.21","0","0.0525","10500000","1","2021-11-10 09:11:45","2021-11-10 09:11:45"
"32860","2681","6","889","43.4","177.8","105","1","2021-10-14 09:10:45","2021-10-14 09:10:45"
"32861","2799","4","327","63","109","126000","1","2021-09-26 09:09:45","2021-09-26 09:09:45"
"32862","2501","9","704","123","352","21000","1","2021-11-21 09:11:45","2021-11-21 09:11:45"
"32863","2938","1","0.54","0","0.108","4750000","1","2022-02-23 09:02:45","2022-02-23 09:02:45"
"32864","2213","5","300","59","60","1050","1","2021-09-27 09:09:45","2021-09-27 09:09:45"
"32865","2317","4","257","35.5","128.5","126000","1","2021-09-16 09:09:45","2021-09-16 09:09:45"
"32866","2811","5","187","5.2","37.4","950","1","2021-09-17 09:09:45","2021-09-17 09:09:45"
"32867","2984","9","32","1","8","21000","1","2021-10-08 09:10:45","2021-10-08 09:10:45"
"32868","2194","3","438","10","109.5","420000","1","2021-09-09 09:09:45","2021-09-09 09:09:45"
"32869","2108","2","0.45","0.3375","0.1125","21000","1","2022-01-09 09:01:45","2022-01-09 09:01:45"
"32870","2872","7","131","94.25","32.75","475","1","2021-09-29 09:09:45","2021-09-29 09:09:45"
"32871","2433","0","0.25","0","0.125","10500000","1","2022-02-06 09:02:45","2022-02-06 09:02:45"
"32872","2773","1","0.43","0.0000000000000099920072216264","0.14333333333333","5250000","1","2022-01-21 09:01:45","2022-01-21 09:01:45"
"32873","2398","0","0.2","0.066666666666663","0.066666666666667","10500000","1","2021-08-28 09:08:45","2021-08-28 09:08:45"
"32874","2214","4","993","98","331","126000","1","2021-12-11 09:12:45","2021-12-11 09:12:45"
"32875","2442","4","265","50.5","66.25","126000","1","2021-12-29 09:12:45","2021-12-29 09:12:45"
"32876","2250","3","138","5","46","420000","1","2021-12-21 09:12:45","2021-12-21 09:12:45"
"32877","2371","9","848","203","212","21000","1","2022-03-07 09:03:45","2022-03-07 09:03:45"
"32878","2570","7","963","32.8","192.6","525","1","2022-03-08 09:03:45","2022-03-08 09:03:45"
"32879","2886","9","706","37","353","21000","1","2021-12-10 09:12:45","2021-12-10 09:12:45"
"32880","2792","9","704","243","352","21000","1","2021-09-03 09:09:45","2021-09-03 09:09:45"
"32881","2434","3","38","4.666666666666","12.666666666667","420000","1","2022-01-17 09:01:45","2022-01-17 09:01:45"
"32882","2122","3","282","126","141","420000","1","2021-08-26 09:08:45","2021-08-26 09:08:45"
"32883","2551","3","648","2","216","380000","1","2022-02-03 09:02:45","2022-02-03 09:02:45"
"32884","2901","8","983","38.33333333333","327.66666666667","7350","1","2022-01-23 09:01:45","2022-01-23 09:01:45"
"32885","2974","2","0.16","0","0.032","19000","1","2021-11-08 09:11:45","2021-11-08 09:11:45"
"32886","2716","0","0.93","0","0.465","10500000","1","2021-09-26 09:09:45","2021-09-26 09:09:45"
"32887","2512","5","357","57.2","71.4","1050","1","2021-10-03 09:10:45","2021-10-03 09:10:45"
"32888","2802","7","753","11","251","525","1","2021-09-24 09:09:45","2021-09-24 09:09:45"
"32889","2152","3","297","17","99","420000","1","2021-10-29 09:10:45","2021-10-29 09:10:45"
"32890","2930","5","12","0.8","2.4","1050","1","2021-10-10 09:10:45","2021-10-10 09:10:45"
"32891","2680","0","0.47","0","0.235","9500000","1","2021-11-28 09:11:45","2021-11-28 09:11:45"
"32892","3045","8","906","208","226.5","6650","1","2022-01-30 09:01:45","2022-01-30 09:01:45"
"32893","2135","0","0.5","0.16666666666666","0.16666666666667","10500000","1","2022-01-16 09:01:45","2022-01-16 09:01:45"
"32894","2221","4","411","4.75","102.75","126000","1","2021-10-14 09:10:45","2021-10-14 09:10:45"
"32895","2399","2","0.74","0.24666666666666","0.24666666666667","19000","1","2021-12-28 09:12:45","2021-12-28 09:12:45"
"32896","2257","7","273","19","91","525","1","2021-12-03 09:12:45","2021-12-03 09:12:45"
"32897","2603","9","835","17","167","21000","1","2021-12-28 09:12:45","2021-12-28 09:12:45"
"32898","2230","5","732","126","244","950","1","2021-09-19 09:09:45","2021-09-19 09:09:45"
"32899","2117","1","0.54","0","0.108","5250000","1","2021-09-13 09:09:45","2021-09-13 09:09:45"
"32900","2121","9","596","118.6","119.2","21000","1","2022-01-09 09:01:45","2022-01-09 09:01:45"
"32901","2127","9","594","163","297","21000","1","2022-02-15 09:02:45","2022-02-15 09:02:45"
"32902","2411","4","405","405","202.5","114000","1","2021-11-15 09:11:45","2021-11-15 09:11:45"
"32903","2581","6","557","39.8","111.4","105","1","2022-01-30 09:01:45","2022-01-30 09:01:45"
"32904","2663","3","923","278.33333333333","307.66666666667","420000","1","2021-09-10 09:09:45","2021-09-10 09:09:45"
"32905","2947","2","0.55","0","0.275","21000","1","2021-12-23 09:12:45","2021-12-23 09:12:45"
"32906","2823","6","84","9","28","105","1","2021-12-12 09:12:45","2021-12-12 09:12:45"
"32907","2799","1","0.47","0","0.235","5250000","1","2022-01-14 09:01:45","2022-01-14 09:01:45"
"32908","2467","7","407","0.66666666665998","135.66666666667","475","1","2021-09-22 09:09:45","2021-09-22 09:09:45"
"32909","2406","0","0.54","0","0.27","10500000","1","2021-11-20 09:11:45","2021-11-20 09:11:45"
"32910","2670","8","813","155.5","406.5","7350","1","2022-01-19 09:01:45","2022-01-19 09:01:45"
"32911","2673","5","386","11.5","96.5","950","1","2021-12-10 09:12:45","2021-12-10 09:12:45"
"32912","3046","0","0.6","0","0.3","9500000","1","2022-03-05 09:03:45","2022-03-05 09:03:45"
"32913","2918","0","0.23","0","0.0575","10500000","1","2022-02-28 09:02:45","2022-02-28 09:02:45"
"32914","2504","9","808","122.33333333334","269.33333333333","21000","1","2021-10-27 09:10:45","2021-10-27 09:10:45"
"32915","2687","0","0.51","0","0.17","10500000","1","2021-10-27 09:10:45","2021-10-27 09:10:45"
"32916","2717","1","0.22","0","0.044","5250000","1","2021-09-06 09:09:45","2021-09-06 09:09:45"
"32917","2688","7","233","22.5","58.25","525","1","2021-12-20 09:12:45","2021-12-20 09:12:45"
"32918","2178","4","256","99","128","114000","1","2021-09-28 09:09:45","2021-09-28 09:09:45"
"32919","2474","1","0.28","0","0.14","5250000","1","2021-12-12 09:12:45","2021-12-12 09:12:45"
"32920","2452","7","416","134.33333333333","138.66666666667","475","1","2022-01-16 09:01:45","2022-01-16 09:01:45"
"32921","2822","5","506","74.6","101.2","1050","1","2021-12-21 09:12:45","2021-12-21 09:12:45"
"32922","2731","7","360","14","72","525","1","2022-02-11 09:02:45","2022-02-11 09:02:45"
"32923","2501","2","0.91","0.0000000000000099920072216264","0.30333333333333","21000","1","2022-01-08 09:01:45","2022-01-08 09:01:45"
"32924","2129","4","168","81","84","126000","1","2022-01-25 09:01:45","2022-01-25 09:01:45"
"32925","2440","3","105","41.5","52.5","380000","1","2021-10-31 09:10:45","2021-10-31 09:10:45"
"32926","2911","7","961","425.5","480.5","525","1","2022-03-08 09:03:45","2022-03-08 09:03:45"
