"id","uid","aid","rate","created_at","updated_at"
"33913","2467","91","1","2022-03-08 07:03:27","2022-03-08 07:03:27"
"33914","2467","136","1","2022-01-31 07:01:27","2022-01-31 07:01:27"
"33915","2467","189","2.5","2022-01-22 07:01:27","2022-01-22 07:01:27"
"33916","2467","19","1.5","2022-02-23 07:02:27","2022-02-23 07:02:27"
"33917","2467","166","1.6","2022-02-19 07:02:27","2022-02-19 07:02:27"
"33918","2467","45","0.7","2022-01-15 07:01:27","2022-01-15 07:01:27"
"33919","2467","147","2","2022-03-08 07:03:27","2022-03-08 07:03:27"
"33920","2467","142","3.3","2022-02-19 07:02:27","2022-02-19 07:02:27"
"33921","2467","103","2","2022-02-03 07:02:27","2022-02-03 07:02:27"
"33922","2467","146","1.8","2022-01-25 07:01:27","2022-01-25 07:01:27"
"33923","2467","12","2.1","2022-02-17 07:02:27","2022-02-17 07:02:27"
"33924","2467","125","3.5","2022-01-15 07:01:27","2022-01-15 07:01:27"
"33925","2467","141","0.8","2022-02-02 07:02:27","2022-02-02 07:02:27"
"33926","2468","171","2.3","2022-03-05 07:03:27","2022-03-05 07:03:27"
"33927","2468","22","2.3","2022-02-19 07:02:27","2022-02-19 07:02:27"
"33928","2468","158","4","2022-02-02 07:02:27","2022-02-02 07:02:27"
"33929","2468","100","2.3","2022-02-24 07:02:27","2022-02-24 07:02:27"
"33930","2469","184","1.5","2022-02-03 07:02:27","2022-02-03 07:02:27"
"33931","2469","66","2.6","2022-03-06 07:03:27","2022-03-06 07:03:27"
"33932","2469","166","2.7","2022-02-19 07:02:27","2022-02-19 07:02:27"
"33933","2469","42","3","2022-01-19 07:01:27","2022-01-19 07:01:27"
"33934","2469","176","2","2022-03-07 07:03:27","2022-03-07 07:03:27"
"33935","2469","162","1.6","2022-02-27 07:02:27","2022-02-27 07:02:27"
"33936","2469","110","0.3","2022-02-27 07:02:27","2022-02-27 07:02:27"
"33937","2469","74","1.3","2022-03-10 07:03:27","2022-03-10 07:03:27"
"33938","2469","78","2.5","2022-01-23 07:01:27","2022-01-23 07:01:27"
"33939","2469","64","2","2022-01-22 07:01:27","2022-01-22 07:01:27"
"33940","2469","70","0.7","2022-02-21 07:02:27","2022-02-21 07:02:27"
"33941","2469","134","3.7","2022-02-08 07:02:27","2022-02-08 07:02:27"
"33942","2469","13","4.4","2022-02-14 07:02:27","2022-02-14 07:02:27"
"33943","2469","29","0.8","2022-01-13 07:01:27","2022-01-13 07:01:27"
"33944","2470","148","2.8","2022-02-06 07:02:27","2022-02-06 07:02:27"
"33945","2470","64","1","2022-01-21 07:01:27","2022-01-21 07:01:27"
"33946","2470","45","3.2","2022-02-25 07:02:27","2022-02-25 07:02:27"
"33947","2471","93","4.7","2022-03-05 07:03:27","2022-03-05 07:03:27"
"33948","2471","145","3.9","2022-02-09 07:02:27","2022-02-09 07:02:27"
"33949","2472","33","2.7","2022-02-28 07:02:27","2022-02-28 07:02:27"
"33950","2472","183","0.7","2022-03-01 07:03:27","2022-03-01 07:03:27"
"33951","2472","134","3.1","2022-01-14 07:01:27","2022-01-14 07:01:27"
"33952","2473","184","3.3","2022-02-15 07:02:27","2022-02-15 07:02:27"
"33953","2473","84","2.3","2022-02-16 07:02:27","2022-02-16 07:02:27"
"33954","2473","205","4.6","2022-02-12 07:02:27","2022-02-12 07:02:27"
"33955","2473","133","1.2","2022-02-05 07:02:27","2022-02-05 07:02:27"
"33956","2473","180","2.7","2022-01-20 07:01:27","2022-01-20 07:01:27"
"33957","2474","31","3","2022-02-09 07:02:27","2022-02-09 07:02:27"
"33958","2474","113","2.2","2022-02-17 07:02:27","2022-02-17 07:02:27"
"33959","2474","66","3.5","2022-01-27 07:01:27","2022-01-27 07:01:27"
"33960","2474","46","4.5","2022-01-16 07:01:27","2022-01-16 07:01:27"
"33961","2474","30","2.6","2022-03-03 07:03:27","2022-03-03 07:03:27"
"33962","2474","88","4.7","2022-01-17 07:01:27","2022-01-17 07:01:27"
"33963","2474","64","2.9","2022-03-01 07:03:27","2022-03-01 07:03:27"
"33964","2474","139","2.1","2022-02-11 07:02:27","2022-02-11 07:02:27"
"33965","2474","186","1.5","2022-01-26 07:01:27","2022-01-26 07:01:27"
"33966","2475","154","3.2","2022-02-24 07:02:27","2022-02-24 07:02:27"
"33967","2475","31","0.7","2022-01-25 07:01:27","2022-01-25 07:01:27"
"33968","2475","32","0.7","2022-01-27 07:01:27","2022-01-27 07:01:27"
"33969","2475","90","2.1","2022-02-28 07:02:27","2022-02-28 07:02:27"
"33970","2475","209","1.6","2022-03-01 07:03:27","2022-03-01 07:03:27"
"33971","2475","165","3.4","2022-02-21 07:02:27","2022-02-21 07:02:27"
"33972","2475","170","4.3","2022-03-04 07:03:27","2022-03-04 07:03:27"
"33973","2475","135","1.7","2022-02-25 07:02:27","2022-02-25 07:02:27"
"33974","2475","113","1.8","2022-01-26 07:01:27","2022-01-26 07:01:27"
"33975","2475","96","2.9","2022-01-22 07:01:27","2022-01-22 07:01:27"
"33976","2475","112","5","2022-02-02 07:02:27","2022-02-02 07:02:27"
"33977","2475","153","2","2022-02-01 07:02:27","2022-02-01 07:02:27"
"33978","2475","120","0.6","2022-02-22 07:02:27","2022-02-22 07:02:27"
"33979","2475","46","0.3","2022-02-07 07:02:27","2022-02-07 07:02:27"
"33980","2475","149","0.7","2022-02-20 07:02:27","2022-02-20 07:02:27"
"33981","2475","47","2.4","2022-02-27 07:02:27","2022-02-27 07:02:27"
"33982","2475","192","2.1","2022-01-27 07:01:27","2022-01-27 07:01:27"
"33983","2475","48","4.6","2022-01-12 07:01:27","2022-01-12 07:01:27"
"33984","2476","140","3.9","2022-02-07 07:02:27","2022-02-07 07:02:27"
"33985","2476","189","0.8","2022-02-01 07:02:27","2022-02-01 07:02:27"
"33986","2476","93","2.9","2022-01-13 07:01:27","2022-01-13 07:01:27"
"33987","2476","142","1.2","2022-01-13 07:01:27","2022-01-13 07:01:27"
"33988","2476","73","1.6","2022-02-09 07:02:27","2022-02-09 07:02:27"
"33989","2476","153","0.9","2022-01-23 07:01:27","2022-01-23 07:01:27"
"33990","2477","19","0.3","2022-02-09 07:02:27","2022-02-09 07:02:27"
"33991","2477","144","0.3","2022-02-07 07:02:27","2022-02-07 07:02:27"
"33992","2477","189","0.2","2022-02-03 07:02:27","2022-02-03 07:02:27"
"33993","2477","38","3.3","2022-02-21 07:02:27","2022-02-21 07:02:27"
"33994","2477","114","2","2022-01-30 07:01:27","2022-01-30 07:01:27"
"33995","2477","201","3.9","2022-02-28 07:02:27","2022-02-28 07:02:27"
"33996","2477","94","0.5","2022-02-07 07:02:27","2022-02-07 07:02:27"
"33997","2477","141","4.3","2022-02-03 07:02:27","2022-02-03 07:02:27"
"33998","2478","19","2.1","2022-01-19 07:01:27","2022-01-19 07:01:27"
"33999","2478","48","3.1","2022-02-19 07:02:27","2022-02-19 07:02:27"
"34000","2478","163","0.2","2022-01-22 07:01:27","2022-01-22 07:01:27"
"34001","2478","83","1.9","2022-03-05 07:03:27","2022-03-05 07:03:27"
"34002","2478","15","0.5","2022-01-25 07:01:27","2022-01-25 07:01:27"
"34003","2478","28","4.6","2022-03-10 07:03:27","2022-03-10 07:03:27"
"34004","2478","97","0.4","2022-02-05 07:02:27","2022-02-05 07:02:27"
"34005","2478","199","4.4","2022-02-18 07:02:27","2022-02-18 07:02:27"
"34006","2478","130","2.7","2022-02-01 07:02:27","2022-02-01 07:02:27"
"34007","2478","98","1.3","2022-01-17 07:01:27","2022-01-17 07:01:27"
"34008","2478","133","1.9","2022-02-21 07:02:27","2022-02-21 07:02:27"
"34009","2479","119","2.2","2022-03-12 07:03:27","2022-03-12 07:03:27"
"34010","2479","78","4.9","2022-02-18 07:02:27","2022-02-18 07:02:27"
"34011","2479","145","1","2022-01-27 07:01:27","2022-01-27 07:01:27"
"34012","2479","42","0.9","2022-01-28 07:01:27","2022-01-28 07:01:27"
"34013","2479","143","3.5","2022-02-15 07:02:27","2022-02-15 07:02:27"
"34014","2479","36","2.4","2022-02-14 07:02:27","2022-02-14 07:02:27"
"34015","2479","18","1.3","2022-02-22 07:02:27","2022-02-22 07:02:27"
"34016","2479","170","4.2","2022-01-28 07:01:27","2022-01-28 07:01:27"
"34017","2479","87","1.1","2022-03-05 07:03:27","2022-03-05 07:03:27"
"34018","2479","183","3.8","2022-02-04 07:02:27","2022-02-04 07:02:27"
"34019","2479","104","1.4","2022-02-27 07:02:27","2022-02-27 07:02:27"
"34020","2479","205","1.3","2022-03-07 07:03:27","2022-03-07 07:03:27"
"34021","2479","25","2.1","2022-03-06 07:03:27","2022-03-06 07:03:27"
"34022","2479","161","4.4","2022-02-12 07:02:27","2022-02-12 07:02:27"
"34023","2479","141","1.9","2022-03-06 07:03:27","2022-03-06 07:03:27"
"34024","2479","79","3.2","2022-02-05 07:02:27","2022-02-05 07:02:27"
"34025","2480","112","0.9","2022-03-07 07:03:27","2022-03-07 07:03:27"
"34026","2480","31","2","2022-02-26 07:02:27","2022-02-26 07:02:27"
"34027","2480","51","1.9","2022-03-10 07:03:27","2022-03-10 07:03:27"
"34028","2480","71","0.1","2022-02-13 07:02:27","2022-02-13 07:02:27"
"34029","2480","171","1.3","2022-01-16 07:01:27","2022-01-16 07:01:27"
"34030","2480","202","4.6","2022-03-10 07:03:27","2022-03-10 07:03:27"
"34031","2480","139","2.6","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34032","2480","82","0","2022-01-31 07:01:27","2022-01-31 07:01:27"
"34033","2480","152","4.6","2022-01-20 07:01:27","2022-01-20 07:01:27"
"34034","2480","88","4.8","2022-03-07 07:03:27","2022-03-07 07:03:27"
"34035","2480","205","1.6","2022-01-18 07:01:27","2022-01-18 07:01:27"
"34036","2480","141","1.8","2022-01-20 07:01:27","2022-01-20 07:01:27"
"34037","2480","56","4.5","2022-01-16 07:01:27","2022-01-16 07:01:27"
"34038","2480","86","1.1","2022-01-15 07:01:27","2022-01-15 07:01:27"
"34039","2480","19","2","2022-02-19 07:02:27","2022-02-19 07:02:27"
"34040","2481","206","0.5","2022-02-10 07:02:27","2022-02-10 07:02:27"
"34041","2481","163","1.8","2022-03-09 07:03:27","2022-03-09 07:03:27"
"34042","2481","48","3.3","2022-01-18 07:01:27","2022-01-18 07:01:27"
"34043","2481","153","4.3","2022-02-09 07:02:27","2022-02-09 07:02:27"
"34044","2481","26","4.4","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34045","2481","84","3.6","2022-03-12 07:03:27","2022-03-12 07:03:27"
"34046","2481","58","1.7","2022-01-17 07:01:27","2022-01-17 07:01:27"
"34047","2481","88","2.4","2022-02-25 07:02:27","2022-02-25 07:02:27"
"34048","2481","117","2.9","2022-02-18 07:02:27","2022-02-18 07:02:27"
"34049","2481","11","0.5","2022-01-30 07:01:27","2022-01-30 07:01:27"
"34050","2481","21","3.1","2022-03-07 07:03:27","2022-03-07 07:03:27"
"34051","2482","113","0.7","2022-02-08 07:02:27","2022-02-08 07:02:27"
"34052","2482","125","0","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34053","2482","170","3.1","2022-01-31 07:01:27","2022-01-31 07:01:27"
"34054","2482","85","1.8","2022-01-12 07:01:27","2022-01-12 07:01:27"
"34055","2482","186","2.3","2022-02-25 07:02:27","2022-02-25 07:02:27"
"34056","2482","125","1.9","2022-02-10 07:02:27","2022-02-10 07:02:27"
"34057","2482","145","3.8","2022-02-18 07:02:27","2022-02-18 07:02:27"
"34058","2482","23","4.3","2022-01-14 07:01:27","2022-01-14 07:01:27"
"34059","2482","105","3.1","2022-02-13 07:02:27","2022-02-13 07:02:27"
"34060","2482","151","4.7","2022-02-21 07:02:27","2022-02-21 07:02:27"
"34061","2482","150","4.4","2022-02-13 07:02:27","2022-02-13 07:02:27"
"34062","2482","106","1.9","2022-01-17 07:01:27","2022-01-17 07:01:27"
"34063","2482","52","4.8","2022-02-21 07:02:27","2022-02-21 07:02:27"
"34064","2482","26","2","2022-01-18 07:01:27","2022-01-18 07:01:27"
"34065","2482","135","0.6","2022-02-10 07:02:27","2022-02-10 07:02:27"
"34066","2483","176","1.1","2022-01-23 07:01:27","2022-01-23 07:01:27"
"34067","2483","72","0.5","2022-02-27 07:02:27","2022-02-27 07:02:27"
"34068","2483","41","3","2022-01-22 07:01:27","2022-01-22 07:01:27"
"34069","2483","135","1.3","2022-03-09 07:03:27","2022-03-09 07:03:27"
"34070","2483","160","3.4","2022-01-19 07:01:27","2022-01-19 07:01:27"
"34071","2483","155","3.4","2022-03-11 07:03:27","2022-03-11 07:03:27"
"34072","2483","17","2.9","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34073","2484","157","3.8","2022-02-12 07:02:27","2022-02-12 07:02:27"
"34074","2484","33","4","2022-02-23 07:02:27","2022-02-23 07:02:27"
"34075","2484","71","2","2022-03-08 07:03:27","2022-03-08 07:03:27"
"34076","2484","114","2.2","2022-01-16 07:01:27","2022-01-16 07:01:27"
"34077","2484","180","0","2022-01-16 07:01:27","2022-01-16 07:01:27"
"34078","2484","188","3.5","2022-01-27 07:01:27","2022-01-27 07:01:27"
"34079","2484","149","2.3","2022-01-14 07:01:27","2022-01-14 07:01:27"
"34080","2485","170","3.7","2022-01-16 07:01:27","2022-01-16 07:01:27"
"34081","2485","196","3.7","2022-03-12 07:03:27","2022-03-12 07:03:27"
"34082","2485","195","1.8","2022-03-03 07:03:27","2022-03-03 07:03:27"
"34083","2485","164","2.5","2022-03-03 07:03:27","2022-03-03 07:03:27"
"34084","2485","25","1.4","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34085","2485","134","1.4","2022-02-08 07:02:27","2022-02-08 07:02:27"
"34086","2485","133","1","2022-02-01 07:02:27","2022-02-01 07:02:27"
"34087","2485","159","3.8","2022-03-03 07:03:27","2022-03-03 07:03:27"
"34088","2485","195","2.1","2022-03-11 07:03:27","2022-03-11 07:03:27"
"34089","2485","200","1","2022-01-30 07:01:27","2022-01-30 07:01:27"
"34090","2485","154","4.8","2022-02-13 07:02:27","2022-02-13 07:02:27"
"34091","2485","83","1.5","2022-02-20 07:02:27","2022-02-20 07:02:27"
"34092","2485","202","0.8","2022-01-25 07:01:27","2022-01-25 07:01:27"
"34093","2485","12","1.3","2022-01-15 07:01:27","2022-01-15 07:01:27"
"34094","2485","91","3.9","2022-02-16 07:02:27","2022-02-16 07:02:27"
"34095","2485","122","4.2","2022-02-11 07:02:27","2022-02-11 07:02:27"
"34096","2485","58","3.2","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34097","2485","20","0.7","2022-01-29 07:01:27","2022-01-29 07:01:27"
"34098","2486","165","4.6","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34099","2486","127","3.3","2022-02-13 07:02:27","2022-02-13 07:02:27"
"34100","2486","17","4.1","2022-03-04 07:03:27","2022-03-04 07:03:27"
"34101","2486","28","3.7","2022-03-10 07:03:27","2022-03-10 07:03:27"
"34102","2486","154","0.8","2022-02-02 07:02:27","2022-02-02 07:02:27"
"34103","2486","85","4.8","2022-02-18 07:02:27","2022-02-18 07:02:27"
"34104","2486","180","4.1","2022-03-03 07:03:27","2022-03-03 07:03:27"
"34105","2486","71","2.9","2022-01-25 07:01:27","2022-01-25 07:01:27"
"34106","2486","190","1.2","2022-02-27 07:02:27","2022-02-27 07:02:27"
"34107","2486","89","4.5","2022-01-21 07:01:27","2022-01-21 07:01:27"
"34108","2486","55","4.6","2022-03-11 07:03:27","2022-03-11 07:03:27"
"34109","2486","172","0.6","2022-02-22 07:02:27","2022-02-22 07:02:27"
"34110","2486","17","1.3","2022-02-26 07:02:27","2022-02-26 07:02:27"
"34111","2486","69","3.6","2022-02-08 07:02:27","2022-02-08 07:02:27"
"34112","2486","178","1.4","2022-02-10 07:02:27","2022-02-10 07:02:27"
"34113","2487","102","1","2022-03-04 07:03:27","2022-03-04 07:03:27"
"34114","2487","152","0.4","2022-01-13 07:01:27","2022-01-13 07:01:27"
"34115","2487","13","1.1","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34116","2487","34","2.7","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34117","2487","173","4.1","2022-02-19 07:02:27","2022-02-19 07:02:27"
"34118","2487","83","1.3","2022-03-02 07:03:27","2022-03-02 07:03:27"
"34119","2487","44","3","2022-02-14 07:02:27","2022-02-14 07:02:27"
"34120","2487","56","1.4","2022-02-02 07:02:27","2022-02-02 07:02:27"
"34121","2487","190","0.4","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34122","2488","76","2.7","2022-02-13 07:02:27","2022-02-13 07:02:27"
"34123","2488","13","1.4","2022-02-25 07:02:27","2022-02-25 07:02:27"
"34124","2488","29","4.9","2022-03-02 07:03:27","2022-03-02 07:03:27"
"34125","2488","30","2.1","2022-01-25 07:01:27","2022-01-25 07:01:27"
"34126","2488","159","2.2","2022-01-20 07:01:27","2022-01-20 07:01:27"
"34127","2488","137","4","2022-01-29 07:01:27","2022-01-29 07:01:27"
"34128","2488","22","3.4","2022-03-04 07:03:27","2022-03-04 07:03:27"
"34129","2488","198","2","2022-02-08 07:02:27","2022-02-08 07:02:27"
"34130","2488","100","1","2022-01-25 07:01:27","2022-01-25 07:01:27"
"34131","2488","189","2.4","2022-02-19 07:02:27","2022-02-19 07:02:27"
"34132","2488","32","4.2","2022-03-07 07:03:27","2022-03-07 07:03:27"
"34133","2488","205","3.2","2022-02-16 07:02:27","2022-02-16 07:02:27"
"34134","2488","69","1","2022-02-12 07:02:27","2022-02-12 07:02:27"
"34135","2489","188","4.5","2022-02-09 07:02:27","2022-02-09 07:02:27"
"34136","2489","150","4.5","2022-02-27 07:02:27","2022-02-27 07:02:27"
"34137","2489","21","2.8","2022-03-09 07:03:27","2022-03-09 07:03:27"
"34138","2489","114","3.7","2022-02-15 07:02:27","2022-02-15 07:02:27"
"34139","2489","24","1.4","2022-03-05 07:03:27","2022-03-05 07:03:27"
"34140","2489","91","3.3","2022-03-11 07:03:27","2022-03-11 07:03:27"
"34141","2489","27","3.9","2022-02-02 07:02:27","2022-02-02 07:02:27"
"34142","2489","130","2.7","2022-03-10 07:03:27","2022-03-10 07:03:27"
"34143","2489","77","4.6","2022-02-07 07:02:27","2022-02-07 07:02:27"
"34144","2489","49","0.3","2022-02-28 07:02:27","2022-02-28 07:02:27"
"34145","2489","16","0.5","2022-01-17 07:01:27","2022-01-17 07:01:27"
"34146","2489","43","4.6","2022-01-30 07:01:27","2022-01-30 07:01:27"
"34147","2489","118","4.9","2022-03-06 07:03:27","2022-03-06 07:03:27"
"34148","2489","61","5","2022-01-27 07:01:27","2022-01-27 07:01:27"
"34149","2489","134","1.9","2022-02-25 07:02:27","2022-02-25 07:02:27"
"34150","2489","20","4.1","2022-01-13 07:01:27","2022-01-13 07:01:27"
"34151","2489","83","2","2022-02-13 07:02:27","2022-02-13 07:02:27"
"34152","2489","62","0.2","2022-01-31 07:01:27","2022-01-31 07:01:27"
"34153","2489","200","3.8","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34154","2490","187","3.7","2022-01-17 07:01:27","2022-01-17 07:01:27"
"34155","2490","55","2","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34156","2490","112","3.1","2022-01-12 07:01:27","2022-01-12 07:01:27"
"34157","2490","51","3.4","2022-01-24 07:01:27","2022-01-24 07:01:27"
"34158","2490","55","1.2","2022-02-27 07:02:27","2022-02-27 07:02:27"
"34159","2490","70","0.1","2022-02-06 07:02:27","2022-02-06 07:02:27"
"34160","2490","72","0.5","2022-03-08 07:03:27","2022-03-08 07:03:27"
"34161","2490","130","0.7","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34162","2490","22","1.5","2022-02-22 07:02:27","2022-02-22 07:02:27"
"34163","2490","111","1.9","2022-03-07 07:03:27","2022-03-07 07:03:27"
"34164","2490","16","3","2022-03-07 07:03:27","2022-03-07 07:03:27"
"34165","2491","159","3.5","2022-01-21 07:01:27","2022-01-21 07:01:27"
"34166","2491","12","0.1","2022-01-19 07:01:27","2022-01-19 07:01:27"
"34167","2491","71","1","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34168","2491","156","3.4","2022-01-25 07:01:27","2022-01-25 07:01:27"
"34169","2491","179","2.8","2022-01-16 07:01:27","2022-01-16 07:01:27"
"34170","2491","25","2.1","2022-02-12 07:02:27","2022-02-12 07:02:27"
"34171","2491","134","0.3","2022-02-11 07:02:27","2022-02-11 07:02:27"
"34172","2491","33","4.1","2022-02-10 07:02:27","2022-02-10 07:02:27"
"34173","2491","94","4.5","2022-02-04 07:02:27","2022-02-04 07:02:27"
"34174","2491","28","1.5","2022-01-30 07:01:27","2022-01-30 07:01:27"
"34175","2491","123","2.3","2022-01-18 07:01:27","2022-01-18 07:01:27"
"34176","2491","62","2.8","2022-02-13 07:02:27","2022-02-13 07:02:27"
"34177","2491","139","0.1","2022-02-07 07:02:27","2022-02-07 07:02:27"
"34178","2491","93","2","2022-02-21 07:02:27","2022-02-21 07:02:27"
"34179","2491","162","3.9","2022-01-29 07:01:27","2022-01-29 07:01:27"
"34180","2492","131","0.6","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34181","2492","100","3.2","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34182","2492","154","0.6","2022-03-08 07:03:27","2022-03-08 07:03:27"
"34183","2492","126","1.7","2022-02-10 07:02:27","2022-02-10 07:02:27"
"34184","2492","71","0.5","2022-01-25 07:01:27","2022-01-25 07:01:27"
"34185","2492","170","2.8","2022-02-11 07:02:27","2022-02-11 07:02:27"
"34186","2494","195","2.8","2022-01-18 07:01:27","2022-01-18 07:01:27"
"34187","2494","100","0.6","2022-02-06 07:02:27","2022-02-06 07:02:27"
"34188","2494","56","3.2","2022-02-07 07:02:27","2022-02-07 07:02:27"
"34189","2494","156","1.6","2022-02-23 07:02:27","2022-02-23 07:02:27"
"34190","2494","69","3.3","2022-02-10 07:02:27","2022-02-10 07:02:27"
"34191","2494","39","2.5","2022-01-29 07:01:27","2022-01-29 07:01:27"
"34192","2494","56","3","2022-02-26 07:02:27","2022-02-26 07:02:27"
"34193","2494","34","2.4","2022-03-03 07:03:27","2022-03-03 07:03:27"
"34194","2494","132","1.9","2022-01-26 07:01:27","2022-01-26 07:01:27"
"34195","2494","112","0.8","2022-01-12 07:01:27","2022-01-12 07:01:27"
"34196","2494","108","2.3","2022-02-12 07:02:27","2022-02-12 07:02:27"
"34197","2494","78","3.6","2022-02-26 07:02:27","2022-02-26 07:02:27"
"34198","2494","28","1","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34199","2495","187","2.7","2022-01-20 07:01:27","2022-01-20 07:01:27"
"34200","2495","95","4.6","2022-02-06 07:02:27","2022-02-06 07:02:27"
"34201","2496","36","3.8","2022-02-28 07:02:27","2022-02-28 07:02:27"
"34202","2496","33","1.4","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34203","2496","25","4.8","2022-01-17 07:01:27","2022-01-17 07:01:27"
"34204","2496","124","2.4","2022-03-04 07:03:27","2022-03-04 07:03:27"
"34205","2496","54","1.4","2022-01-28 07:01:27","2022-01-28 07:01:27"
"34206","2496","73","3.1","2022-02-20 07:02:27","2022-02-20 07:02:27"
"34207","2496","20","4","2022-02-04 07:02:27","2022-02-04 07:02:27"
"34208","2496","48","4.6","2022-03-10 07:03:27","2022-03-10 07:03:27"
"34209","2496","58","1.8","2022-01-22 07:01:27","2022-01-22 07:01:27"
"34210","2496","13","1.2","2022-01-21 07:01:27","2022-01-21 07:01:27"
"34211","2496","16","1.4","2022-01-19 07:01:27","2022-01-19 07:01:27"
"34212","2496","168","2.1","2022-03-09 07:03:27","2022-03-09 07:03:27"
"34213","2496","81","3.9","2022-01-13 07:01:27","2022-01-13 07:01:27"
"34214","2497","173","0","2022-02-16 07:02:27","2022-02-16 07:02:27"
"34215","2497","155","2","2022-01-25 07:01:27","2022-01-25 07:01:27"
"34216","2497","104","4","2022-01-30 07:01:27","2022-01-30 07:01:27"
"34217","2497","193","3.7","2022-03-03 07:03:27","2022-03-03 07:03:27"
"34218","2497","44","5","2022-02-02 07:02:27","2022-02-02 07:02:27"
"34219","2497","181","1.2","2022-01-20 07:01:27","2022-01-20 07:01:27"
"34220","2497","76","3","2022-01-26 07:01:27","2022-01-26 07:01:27"
"34221","2497","76","4.3","2022-02-24 07:02:27","2022-02-24 07:02:27"
"34222","2497","137","2.5","2022-01-14 07:01:27","2022-01-14 07:01:27"
"34223","2497","189","3.8","2022-02-19 07:02:27","2022-02-19 07:02:27"
"34224","2497","68","1.5","2022-02-26 07:02:27","2022-02-26 07:02:27"
"34225","2497","175","4.3","2022-01-28 07:01:27","2022-01-28 07:01:27"
"34226","2497","85","1.5","2022-02-02 07:02:27","2022-02-02 07:02:27"
"34227","2497","137","0.4","2022-02-14 07:02:27","2022-02-14 07:02:27"
"34228","2497","60","3.7","2022-01-15 07:01:27","2022-01-15 07:01:27"
"34229","2498","91","1.2","2022-02-26 07:02:27","2022-02-26 07:02:27"
"34230","2498","157","4.4","2022-02-08 07:02:27","2022-02-08 07:02:27"
"34231","2499","159","3.2","2022-03-12 07:03:27","2022-03-12 07:03:27"
"34232","2499","133","1.4","2022-02-14 07:02:27","2022-02-14 07:02:27"
"34233","2499","81","2.7","2022-01-31 07:01:27","2022-01-31 07:01:27"
"34234","2499","43","1.4","2022-03-01 07:03:27","2022-03-01 07:03:27"
"34235","2499","15","4.4","2022-03-09 07:03:27","2022-03-09 07:03:27"
"34236","2499","112","1.1","2022-02-03 07:02:27","2022-02-03 07:02:27"
"34237","2499","38","4","2022-03-03 07:03:27","2022-03-03 07:03:27"
"34238","2499","26","2.6","2022-03-12 07:03:27","2022-03-12 07:03:27"
"34239","2499","55","4.5","2022-01-30 07:01:27","2022-01-30 07:01:27"
"34240","2499","112","1","2022-03-10 07:03:27","2022-03-10 07:03:27"
"34241","2499","17","0.9","2022-01-27 07:01:27","2022-01-27 07:01:27"
"34242","2499","183","1.6","2022-02-10 07:02:27","2022-02-10 07:02:27"
"34243","2499","31","4.4","2022-03-04 07:03:27","2022-03-04 07:03:27"
"34244","2499","198","0.1","2022-03-07 07:03:27","2022-03-07 07:03:27"
"34245","2499","45","2.2","2022-01-12 07:01:27","2022-01-12 07:01:27"
"34246","2499","141","4.2","2022-02-11 07:02:27","2022-02-11 07:02:27"
"34247","2499","142","2.1","2022-01-24 07:01:27","2022-01-24 07:01:27"
"34248","2500","151","0.3","2022-01-29 07:01:27","2022-01-29 07:01:27"
"34249","2500","65","3.7","2022-03-09 07:03:27","2022-03-09 07:03:27"
"34250","2500","195","3.8","2022-02-01 07:02:27","2022-02-01 07:02:27"
"34251","2500","114","1","2022-02-14 07:02:27","2022-02-14 07:02:27"
"34252","2500","80","2","2022-02-23 07:02:27","2022-02-23 07:02:27"
"34253","2500","83","3.5","2022-03-11 07:03:27","2022-03-11 07:03:27"
"34254","2500","196","1","2022-01-26 07:01:27","2022-01-26 07:01:27"
"34255","2500","33","1","2022-02-28 07:02:27","2022-02-28 07:02:27"
"34256","2500","77","2.3","2022-02-04 07:02:27","2022-02-04 07:02:27"
"34257","2500","86","3","2022-02-21 07:02:27","2022-02-21 07:02:27"
"34258","2500","128","0.6","2022-02-25 07:02:27","2022-02-25 07:02:27"
"34259","2500","32","4.9","2022-01-29 07:01:27","2022-01-29 07:01:27"
"34260","2501","186","3.5","2022-02-01 07:02:27","2022-02-01 07:02:27"
"34261","2501","94","2.1","2022-03-09 07:03:27","2022-03-09 07:03:27"
"34262","2501","162","4.9","2022-02-18 07:02:27","2022-02-18 07:02:27"
"34263","2501","28","4","2022-01-19 07:01:27","2022-01-19 07:01:27"
"34264","2501","80","0.5","2022-01-13 07:01:27","2022-01-13 07:01:27"
